,id,name,producer,nation,local1,local2,local3,local4,varieties1,varieties2,varieties3,varieties4,varieties5,varieties6,varieties7,varieties8,varieties9,varieties10,varieties11,varieties12,type,use,abv,degree,sweet,acidity,body,tannin,price,year,ml
14342,160147,"Meo Camuzet, Nuits Saint Georges 1er Cru 'Perrieres'",Domaine Meo Camuzet,France,Bourgogne,Cote de Nuits,NuitsStGeorges,,Pinot Noir,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN2,390000,2017,750
14343,160148,"Meo Camuzet, Chambolle Musigny 1er Cru 'Les Feusselottes'",Domaine Meo Camuzet,France,Bourgogne,Cote de Nuits,Chambolle Musigny,,Pinot Noir,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN3,370000,2014,750
14344,160149,"Meo Camuzet, Vosne Romanee 1er Cru 'aux Brules'",Domaine Meo Camuzet,France,Bourgogne,Cote de Nuits,VosneRomanee,,Pinot Noir,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY4,BODY4,TANNIN3,1150000,2017,750
14345,160150,"Meo Camuzet, Vosne Romanee 1er Cru 'Cros Parantoux '",Domaine Meo Camuzet,France,Bourgogne,Cote de Nuits,VosneRomanee,,Pinot Noir,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN2,0,2007,750
14346,160151,"Meo Camuzet, Richebourg Grand Cru",Domaine Meo Camuzet,France,Bourgogne,Cote de Nuits,VosneRomanee,,Pinot Noir,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY4,BODY4,TANNIN3,0,2017,750
14347,160152,"Meo Camuzet, Corton Grand Cru 'Perriere'",Domaine Meo Camuzet,France,Bourgogne,Cote de Beaune,AloxeCorton,,Pinot Noir,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY4,BODY4,TANNIN3,0,2017,750
14348,160153,"Meo Camuzet, Corton Grand Cru 'Vigne au Saint'",Domaine Meo Camuzet,France,Bourgogne,Cote de Beaune,AloxeCorton,,Pinot Noir,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY4,BODY4,TANNIN3,529000,2014,750
14350,160156,"Denis Mortet, Marsannay 'Les Longeroires'",Domaine Denis Mortet,France,Bourgogne,Cote de Nuits,Marsannay,,Pinot Noir,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN2,0,2012,750
14351,160157,"Denis Mortet, Gevrey Chambertin",Domaine Denis Mortet,France,Bourgogne,Cote de Nuits,GevreyChambertin,,Pinot Noir,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN2,0,2012,750
14352,160158,"Denis Mortet, Gevrey Chambertin Vieilles Vignes",Domaine Denis Mortet,France,Bourgogne,Cote de Nuits,GevreyChambertin,,Pinot Noir,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY4,BODY4,TANNIN3,0,2012,750
14353,160159,"Denis Mortet, Gevrey Chambertin 1er Cru",Domaine Denis Mortet,France,Bourgogne,Cote de Nuits,GevreyChambertin,,Pinot Noir,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN3,0,2012,750
14354,160161,"Denis Mortet, Clos de Vougeot Grand Cru",Domaine Denis Mortet,France,Bourgogne,Cote de Nuits,Vougeot,,Pinot Noir,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY4,BODY4,TANNIN3,0,2012,750
14355,160162,"Denis Mortet, Chambertin Grand Cru",Domaine Denis Mortet,France,Bourgogne,Cote de Nuits,GevreyChambertin,,Pinot Noir,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY4,BODY4,TANNIN3,0,2012,750
14356,160163,"Mongeard Mugneret, Bourgogne Grand Ordinaire 'La Superbe'",Domaine Mongeard Mugneret,France,Bourgogne,,,,Gamay,Pinot Noir,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY4,BODY2,TANNIN2,28000,2014,750
14357,160164,"Mongeard Mugneret, Bourgogne Passe Tout Grains 'Le Libertin'",Domaine Mongeard Mugneret,France,Bourgogne,,,,Gamay,Pinot Noir,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY5,BODY3,TANNIN2,35000,2014,750
14358,160165,"Mongeard Mugneret, Bourgogne Pinot Noir",Domaine Mongeard Mugneret,France,Bourgogne,,,,Pinot Noir,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY4,BODY2,TANNIN2,45000,2015,750
14360,160167,"Mongeard Mugneret, Nuits Saint Georges 'Les Plateaux'",Domaine Mongeard Mugneret,France,Bourgogne,Cote de Nuits,NuitsStGeorges,,Pinot Noir,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN2,0,2009,750
14361,160168,"Mongeard Mugneret, Clos de Vougeot Grand Cru",Domaine Mongeard Mugneret,France,Bourgogne,Cote de Nuits,Vougeot,,Pinot Noir,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY4,BODY4,TANNIN3,480000,2014,750
14362,160169,"Mongeard Mugneret, Vougeot 1er Cru 'Les Cras'",Domaine Mongeard Mugneret,France,Bourgogne,Cote de Nuits,Vougeot,,Pinot Noir,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY4,BODY4,TANNIN3,0,2008,750
14363,160170,"Mongeard Mugneret, Chambolle Musigny",Domaine Mongeard Mugneret,France,Bourgogne,Cote de Nuits,Chambolle Musigny,,Pinot Noir,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN2,0,2012,750
14364,160171,"Mongeard Mugneret, Bourgogne Hautes Cotes de Nuits",Domaine Mongeard Mugneret,France,Bourgogne,Cote de Nuits,Bourgogne Hautes Cotes de Nuits,,Pinot Noir,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY5,BODY3,TANNIN2,0,2008,750
14365,160172,"Mongeard Mugneret, Echezeaux Grand Cru",Domaine Mongeard Mugneret,France,Bourgogne,Cote de Nuits,VosneRomanee,,Pinot Noir,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY4,BODY4,TANNIN3,279000,2014,750
14366,160175,"Mongeard Mugneret, Vosne Romanee 'Les Mazieres Hautes'",Domaine Mongeard Mugneret,France,Bourgogne,Cote de Nuits,VosneRomanee,,Pinot Noir,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY4,BODY4,TANNIN3,0,2012,750
14375,160192,Domaine Alain Hudelot Noellat Bourgogne Pinot Noir,Domaine Alain Hudelot Noellat,France,Bourgogne,,,,Pinot Noir,,,,,,,,,,,,Red,Table,12,15~16,SWEET1,ACIDITY4,BODY3,TANNIN2,0,2006,750
14376,160193,"Hospices de Beaune, Corton Grand Cru",Hospices de Beaune,France,Bourgogne,Cote de Beaune,AloxeCorton,,Pinot Noir,,,,,,,,,,,,Red,Table,13.5,15~17,SWEET1,ACIDITY4,BODY4,TANNIN3,0,2008,750
14377,160196,Volver,Bodegas Volver,Spain,La Mancha,,,,Tempranillo,,,,,,,,,,,,Red,Table,15~16,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,78000,2016,750
14378,160197,Venta morales Organic,Bodegas Venta Morales,Spain,La Mancha,,,,Tempranillo,,,,,,,,,,,,Red,Table,14.5,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,34000,2014,750
14379,160198,Torremoron,Bodegas Torremoron,Spain,Ribera del Duero,,,,Tempranillo,,,,,,,,,,,,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2012,750
14380,160199,Vizcarra Roble,Bodegas Vizcarra,Spain,Ribera del Duero,,,,Tempranillo,,,,,,,,,,,,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2011,750
14381,160205,Enrico Serafino Barbera d'Alba,Enrico Serafino,Italy,Piemonte,Alba,,,Barbera,,,,,,,,,,,,Red,Table,13.5,16~18,SWEET1,ACIDITY4,BODY3,TANNIN2,0,2011,750
14382,160206,Enrico Serafino  Pardune Barbera d'Alba Superiore,Enrico Serafino,Italy,Piemonte,Alba,,,Barbera,,,,,,,,,,,,Red,Table,14,16~18,SWEET1,ACIDITY4,BODY3,TANNIN2,0,2007,750
14383,160207,Enrico Serafino Diauleri Nebbiolo d'Alba,Enrico Serafino,Italy,Piemonte,Alba,,,Nebbiolo,,,,,,,,,,,,Red,Table,13.5,14~16,SWEET1,ACIDITY3,BODY3,TANNIN4,0,2009,750
14384,160209,Catullo,Bertani,Italy,Veneto,,,,Cabernet Sauvignon,Merlot,Oseleta,,,,,,,,,,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2010,750
14385,160210,"Geografico, Chianti Classico Contessa di Radda",Geografico,Italy,Toscana,Chianti,,,Sangiovese,Canaiolo,Colorino,,,,,,,,,,Red,Table,13,16~18,SWEET1,ACIDITY4,BODY3,TANNIN2,60000,2016,750
14396,160241,Pira Langhe Nebbiolo,Azienda Agricola Pira Luigi,Italy,Piemonte,Langhe,,,Nebbiolo,,,,,,,,,,,,Red,Table,14.5,16~18,SWEET1,ACIDITY4,BODY3,TANNIN4,0,2011,750
14397,160244,Vina Santico Gran Reserva Cabernet Sauvignon,Vina Santico,Chile,Rapel Valley,Colchagua Valley,,,Cabernet Sauvignon,,,,,,,,,,,,Red,Table,14~15,16~18,SWEET1,ACIDITY4,BODY4,TANNIN4,75000,2016,750
14398,160245,Aia Vecchia Lagone,Aia Vecchia,Italy,Toscana,,,,Merlot,Cabernet Sauvignon,Cabernet Franc,,,,,,,,,,Red,Table,14.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2012,750
14399,160247,EOS Petite Sirah,EOS Estates,USA,California,San Luis Obispo County,Paso Robles,,Petite Sirah,Zinfandel,,,,,,,,,,,Red,Table,14.3,16~18,SWEET1,ACIDITY3,BODY5,TANNIN3,75000,2017,750
14400,160252,Le Chat Vin de Pays des Cotes Catalanes,Jean Pla Selection,France,Southern France,Languedoc Roussillon,,,Grenache,Syrah & Shiraz,,,,,,,,,,,Red,Table,14.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2010,750
14401,160254,"Domaine des Espiers, Gigondas",Domaine des Espiers,France,Rhone,Gigondas,,,Grenache,Syrah & Shiraz,,,,,,,,,,,Red,Table,14.5,15~16,SWEET1,ACIDITY3,BODY4,TANNIN4,0,2017,750
14402,160257,Selection Charlopin Bourgogne Pinot Noir,Selection Charlopin Bourgogne,France,Bourgogne,,,,Pinot Noir,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN2,45000,2011,750
14403,160258,Domaine Robert Sirugue Bourgogne,Domaine Robert Sirugue,France,Bourgogne,,,,Pinot Noir,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY4,BODY2,TANNIN2,0,2011,750
14404,160260,Domaine de L'Arlot Nuits Saint Georges 1er Cru Cuvee 'Les Petits Plets',Domaine de LArlot,France,Bourgogne,Cote de Nuits,NuitsStGeorges,,Pinot Noir,,,,,,,,,,,,Red,Table,13,15~16,SWEET1,ACIDITY4,BODY3,TANNIN3,0,2005,750
14405,160261,Domaine Alain Michelot Nuits Saint Georges 1er Cru 'Les Vaucrains',Domaine Alain Michelot,France,Bourgogne,Cote de Nuits,NuitsStGeorges,,Pinot Noir,,,,,,,,,,,,Red,Table,13.5,15~16,SWEET1,ACIDITY4,BODY3,TANNIN3,0,1997,750
14406,160262,Jean Lefort Nuits Saint Georges 1er Cru 'Clos des Grandes Vignes',Jean Lefort,France,Bourgogne,Cote de Nuits,NuitsStGeorges,,Pinot Noir,,,,,,,,,,,,Red,Table,13.5,15~16,SWEET1,ACIDITY4,BODY3,TANNIN3,0,2002,750
14407,160263,"Frederic Magnien, Nuits Saint Georges 1er Cru 'Damodes'",Frederic Magnien,France,Bourgogne,Cote de Nuits,NuitsStGeorges,,Pinot Noir,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY4,BODY4,TANNIN2,0,2003,750
14408,160264,"Domaine Charlopin, Fixin 'Clos de Fixey'",Domaine Philippe Charlopin Parizot,France,Bourgogne,Cote de Nuits,Fixin,,Pinot Noir,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN2,0,2017,750
14409,160265,Jean Lefort Vosne Romanee 1er Cru 'Aux Malconsorts',Jean Lefort,France,Bourgogne,Cote de Nuits,VosneRomanee,,Pinot Noir,,,,,,,,,,,,Red,Table,13.5,15~16,SWEET1,ACIDITY4,BODY3,TANNIN3,0,2005,750
14410,160266,Domaine Robert Arnoux Vosne Romanee,Domaine Robert Arnoux,France,Bourgogne,Cote de Nuits,VosneRomanee,,Pinot Noir,,,,,,,,,,,,Red,Table,13,15~16,SWEET1,ACIDITY4,BODY3,TANNIN3,0,2007,750
14411,160267,Frederic Magnien Vosne Romanee Vieilles Vignes,Frederic Magnien,France,Bourgogne,Cote de Nuits,VosneRomanee,,Pinot Noir,,,,,,,,,,,,Red,Table,13,15~16,SWEET1,ACIDITY4,BODY2,TANNIN2,0,2009,750
14412,160269,"Domaine Bruno Clavelier, Vosne Romanee 1er Cru 'Les Beaux Monts'",Domaine Bruno Clavelier,France,Bourgogne,Cote de Nuits,VosneRomanee,,Pinot Noir,,,,,,,,,,,,Red,Table,13.5,15~16,SWEET1,ACIDITY4,BODY3,TANNIN3,0,2010,750
14413,160270,Dominique Laurent Vosne Romanee Vieilles Vignes,Dominique Laurent,France,Bourgogne,Cote de Nuits,VosneRomanee,,Pinot Noir,,,,,,,,,,,,Red,Table,13,15~16,SWEET1,ACIDITY4,BODY3,TANNIN2,0,2008,750
14414,160271,Domaine Lucie et Auguste Lignier Chambolle Musigny 'Les Bussieres',Domaine Lucie et Auguste Lignier,France,Bourgogne,Cote de Nuits,Chambolle Musigny,,Pinot Noir,,,,,,,,,,,,Red,Table,12.5,15~16,SWEET1,ACIDITY4,BODY3,TANNIN3,0,2007,750
14415,160272,Domaine Amiot Servelle Chambolle Musigny 1er Cru 'Les Charmes',Domaine Amiot Servelle,France,Bourgogne,Cote de Nuits,Chambolle Musigny,,Pinot Noir,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN2,0,2006,750
14416,160274,Domaine Francois Lamarche Vosne Romanee 1er Cru 'Les Malconsorts',Domaine Francois Lamarche,France,Bourgogne,Cote de Nuits,VosneRomanee,,Pinot Noir,,,,,,,,,,,,Red,Table,13,15~16,SWEET1,ACIDITY4,BODY3,TANNIN3,0,2007,750
14417,160275,Nicolas Potel Vosne Romanee,Maison Nicolas Potel,France,Bourgogne,Cote de Nuits,VosneRomanee,,Pinot Noir,,,,,,,,,,,,Red,Table,13,15~16,SWEET1,ACIDITY5,BODY3,TANNIN2,0,2007,750
14418,160277,Jean Marc Millot Vosne Romanee,Jean Marc millot,France,Bourgogne,Cote de Nuits,VosneRomanee,,Pinot Noir,,,,,,,,,,,,Red,Table,13,15~16,SWEET1,ACIDITY5,BODY3,TANNIN2,0,2012,750
14419,160281,Chateau Croix Mouton,JeanPhilippe Janoueix,France,Bordeaux,Bordeaux Superieur,,,Blend,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN3,52000,2015,750
14420,160297,Domaine de la Pousse d'Or Volnay 1er Cru 'Clos des 60 Ouvrees',Domaine de la Pousse dOr,France,Bourgogne,Cote de Beaune,Volnay,,Pinot Noir,,,,,,,,,,,,Red,Table,13,15~16,SWEET1,ACIDITY4,BODY3,TANNIN3,0,2006,750
14421,160298,Domaine de la Pousse d'Or Santenay 1er Cru 'Clos Tavannes',Domaine de la Pousse dOr,France,Bourgogne,Cote de Beaune,Santenay,,Pinot Noir,,,,,,,,,,,,Red,Table,13,15~16,SWEET1,ACIDITY4,BODY3,TANNIN2,0,2007,750
14422,160299,Rapet Pere et Fils Beaune 1er Cru 'Clos du Roi',Rapet Pere et Fils,France,Bourgogne,Cote de Beaune,Beaune,,Pinot Noir,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN3,0,2005,750
14424,160301,Le Petit Lion de Leoville Las Cases,Chateau LeovilleLasCases Grand Cru Classe2nd Cru,France,Bordeaux,SaintJulien,,,Merlot,Cabernet Sauvignon,Cabernet Franc,,,,,,,,,,Red,Table,13~14,16~18,SWEET1,ACIDITY4,BODY4,TANNIN3,100000,2017,750
14425,160305,Chateau Flaugergues Cuvee Sommeliere,Chateau Flaugergues,France,Southern France,Languedoc Roussillon,Coteaux du Languedoc,,Grenache Noir,Syrah & Shiraz,mourvedre,,,,,,,,,,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY5,TANNIN4,0,2007,750
14426,160308,Chateau de Saint Cosme Gigondas,Chateau de Saint Cosme,France,Rhone,Gigondas,,,Grenache,Syrah & Shiraz,mourvedre,Cinsault,,,,,,,,,Red,Table,14.5,15~17,SWEET1,ACIDITY3,BODY4,TANNIN4,0,2006,750
14427,160310,"Jean Michel Gerin, Collines Rhodaniennes La Champine ",Jean Michel Gerin,France,Rhone,,,,Syrah & Shiraz,,,,,,,,,,,,Red,Table,12.5,16~18,SWEET1,ACIDITY2,BODY4,TANNIN3,0,2017,750
14428,160311,Pago de Cirsus Oak Aged,Pago de Cirsus,Spain,Navarra,,,,Tempranillo,Merlot,Syrah & Shiraz,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2012,750
14429,160316,Juan Gil 18 Meses,Bodegas Hijos de Juan Gil,Spain,Jumilla,,,,Monastrell,Cabernet Sauvignon,Syrah & Shiraz,,,,,,,,,,Red,Table,15.5,16~18,SWEET1,ACIDITY3,BODY5,TANNIN4,0,2012,750
14430,160321,Tres Montes Cabernet Sauvignon,Hammeken Cellars,Spain,Cabernet Sauvignon,,,,,,,,,,,,,,,,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY5,TANNIN4,0,2013,750
14431,160322,Tres Montes Shiraz,Vinnico Export SL,Spain,Syrah  Shiraz,,,,,,,,,,,,,,,,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY5,TANNIN4,0,2011,750
14436,160332,R. Strong Arms,R Wines Winery,Australia,South Australia,,,,Syrah & Shiraz,,,,,,,,,,,,Red,Table,15,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2013,750
14440,160338,Chateau Leoville Poyferre,Chateau Leoville Poyferre Grand Cru Classe2nd Cru,France,Bordeaux,SaintJulien,,,Cabernet Sauvignon,Merlot,Petit Verdot,Cabernet Franc,,,,,,,,,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,200000,2017,750
14441,160339,Chateau Maison Blanche,Chateau Maison Blanche,France,Bordeaux,Medoc,,,Merlot,Cabernet Sauvignon,Cabernet Franc,,,,,,,,,,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,44000,2015,750
14442,160340,Massena The Moonlight Run,Massena Vineyards,Australia,South Australia,Barossa Valley,,,Grenache,Syrah & Shiraz,Cinsault,Mataro,,,,,,,,,Red,Table,15,16~18,SWEET1,ACIDITY3,BODY5,TANNIN4,0,2006,750
14443,160341,Kilikanoon Blocks Road Cabernet Sauvignon,Kilikanoon,Australia,South Australia,Clare Valley,,,Cabernet Sauvignon,,,,,,,,,,,,Red,Table,14~15,16~18,SWEET1,ACIDITY4,BODY5,TANNIN5,0,2013,750
14444,160346,Chateau Brane-Cantenac,Chateau Brane Cantenac  Grand Cru Classe2nd Cru,France,Bordeaux,Margaux,,,Cabernet Sauvignon,Merlot,Cabernet Franc,Carmenere,,,,,,,,,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,170000,2017,750
14447,160357,"L. Tramier & Fils, Coteaux Bourguignons   ",L Tramier  Fils,France,Bourgogne,,,,Pinot Noir,Gamay,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY4,BODY2,TANNIN2,0,2013,750
14448,160365,"Domaine Gros Frere et Soeur, Vosne Romanee",Domaine Gros Frere et Soeur,France,Bourgogne,Cote de Nuits,VosneRomanee,,Pinot Noir,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY4,BODY4,TANNIN3,220000,2013,750
14449,160369,Domaine des Lambrays Clos Des Lambrays Grand Cru,Domaine des Lambrays,France,Bourgogne,Cote de Nuits,MoreyStDenis,,Pinot Noir,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN2,0,2013,750
14451,160396,"Domaine Drouhin Laroze, Clos de Vougeot ",Domaine Drouhin Laroze,France,Bourgogne,Cote de Nuits,,,Pinot Noir,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN3,300000,2013,750
14452,160399,Domaine Drouhin Laroze Chapelle Chambertin,Domaine Drouhin Laroze,France,Bourgogne,Cote de Nuits,GevreyChambertin,,Pinot Noir,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY5,BODY4,TANNIN3,0,2013,750
14453,160402,"Domaine Bosquet des Papes, Cuvee Tradition Chateauneuf du Pape ",Domaine Bosquet Des Papes,France,Rhone,ChateauneufduPape,,,Grenache,mourvedre,Syrah & Shiraz,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN3,0,1995,750
14455,160407,"Fattoria di Montemaggio, Chianti Classico Riserva ",Fattoria di Montemaggio,Italy,Toscana,,,,Sangiovese,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN3,0,1995,750
14456,160408,Badia di Morrona Caligiano Chianti,Badia di Morrona,Italy,Toscana,Chianti,,,Sangiovese,Cabernet Sauvignon,Merlot,Syrah & Shiraz,,,,,,,,,Red,Table,,,SWEET1,ACIDITY4,BODY2,TANNIN2,0,2013,750
14457,160411,"Canneta, Brunello di Montalcino ",Canneta,Italy,Toscana,Montalcino,,,Sangiovese Grosso,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY4,BODY4,TANNIN3,0,2010,750
14458,160416,Maddona Alta Nativo Rosso Umbria Nativo,Maddona Alta,Italy,Umbria,,,,Sangiovese,Sagrantino,Merlot,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2013,750
14459,160421,Leo HiLLinger Pinot Noir Terroir Burgenland,Weingut Leo Hillinger,Austria,Burgenland,,,,Pinot Noir,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2011,750
14461,160426,"In Situ, Gran Reserva Cabernet Sauvignon",In Situ,Chile,Aconcagua,Aconcagua Valley,,,Cabernet Sauvignon,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2013,750
14462,160429,"In Situ, Reserva Syrah",In Situ,Chile,Aconcagua,Aconcagua Valley,,,Syrah & Shiraz,Cabernet Sauvignon,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2012,750
14463,160430,"In Situ, Selection Cabernet Sauvignon",In Situ,Chile,Aconcagua,Aconcagua Valley,,,Cabernet Sauvignon,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2013,750
14464,160431,"In Situ, Vineyard Selection Carmenere",In Situ,Chile,Aconcagua,Aconcagua Valley,,,Carmenere,Cabernet Sauvignon,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2013,750
14466,160441,Winemakers Choice Barossa Valley Shiraz,Andrew Peace,Australia,South Australia,Barossa Valley,,,Syrah & Shiraz,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN4,0,2012,750
14467,160442,Winemakers Choice  Wrattonbully Shiraz,Andrew Peace,Australia,South Australia,Wrattonbully,,,Syrah & Shiraz,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN4,0,2013,750
14469,160446,Valentini Cerasuolo d'Abruzzo,Valentini,Italy,Abruzzo,,,,Montepulciano,,,,,,,,,,,,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,0,2014,750
14470,160448,Castello di Verduno Rabaja Barbaresco Riserva,Castello di Verduno,Italy,Piemonte,Barbaresco,,,Nebbiolo,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN4,0,2009,750
14471,160451,Luigi Pira Dolcetto d'Alba,Luigi Pira,Italy,Piemonte,Alba,,,Dolcetto,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN3,0,2012,750
14472,160452,Luigi Pira Langhe Nebbiolo,Luigi Pira,Italy,Piemonte,Langhe,,,Nebbiolo,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY4,BODY2,TANNIN4,0,2012,750
14473,160455,Luigi Pira Barolo Vignarionda,Luigi Pira,Italy,Piemonte,Barolo,,,Nebbiolo,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN4,0,2010,750
14474,160458,Giacomo Marengo Barolo Cerequio,Giacomo Marengo,Italy,Piemonte,Barolo,,,Nebbiolo,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY4,BODY4,TANNIN5,430000,2006,750
14475,160460,Giacomo Marengo Armire Langhe,Giacomo Marengo,Italy,Piemonte,Langhe,,,Merlot,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN4,450000,2005,750
14477,160465,IL Corno Minnaemoro  Sangiovese Colorino,Tenuta Il Corno,Italy,Toscana,,,,Sangiovese,Colorino,,,,,,,,,,,Red,Table,13.5,16~18,SWEET1,ACIDITY4,BODY4,TANNIN3,0,2011,750
14479,160476,"Casa Castillo, Las Gravas ",Casa Castillo,Spain,Jumilla,,,,Monastrell,Syrah & Shiraz,Garnacha,,,,,,,,,,Red,Table,15~16,16~18,SWEET1,ACIDITY3,BODY5,TANNIN5,200000,2013,750
14480,160477,"Casa Castillo, Pie Franco ",Casa Castillo,Spain,Jumilla,,,,Monastrell,,,,,,,,,,,,Red,Table,15,16~18,SWEET1,ACIDITY4,BODY5,TANNIN5,0,2011,750
14481,160479,Finca Negra Gran Reserva Cabernet Sauvignon,Miguel Torres,Chile,Cabernet Sauvignon,,,,,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY4,BODY3,TANNIN3,0,2011,750
14483,160482,Chateau Laroque,Chateau Laroque,France,Bordeaux,SaintEmilion Grand Cru,,,Merlot,Cabernet Franc,Cabernet Sauvignon,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN3,0,2009,750
14484,160483,Finca el Origen Gran Reserva Cabernet Sauvignon,Finca el Origen,Argentina,Mendoza,,,,Cabernet Sauvignon,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY5,TANNIN4,0,2009,750
14485,160484,Fleur de Clinet,Chateau Clinet,France,Bordeaux,Pomerol,,,Merlot,Cabernet Franc,,,,,,,,,,,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,80000,2016,750
14486,160487,Nuevo Mundo Reserve Cabernet Sauvignon,De Martino,Chile,Maipo Valley,,,,Cabernet Sauvignon,,,,,,,,,,,,Red,Table,,,SWEET1,ACIDITY3,BODY4,TANNIN4,0,2014,750
14487,160488,Ronan by Clinet Red,Chateau Clinet,France,Bordeaux,,,,Merlot,,,,,,,,,,,,Red,Table,12.5,16~18,SWEET1,ACIDITY3,BODY2,TANNIN3,18900,2014,750
14488,160489,"Domaine Robert Groffier, Bourgogne Passetoutgrain",Domaine Robert Groffier,France,Bourgogne,,,,Pinot Noir,,,,,,,,,,,,Red,Table,12~13,15~17,SWEET1,ACIDITY4,BODY3,TANNIN2,120000,2015,750
